CustomerID,TotalSales,TotalVolume,TotalOrders,ProductsInteractedWith,FirstPurchasedDate,LastPurchasedDate,AOV,ActiveMonths,Country
12388.0,2780.66,1462,6,57,2011-01-17 11:12:00,2011-11-24 12:30:00,463.4433333333333,12.0,Australia
12390.0,504.84000000000003,350,1,31,2011-09-21 09:33:00,2011-09-21 09:33:00,504.84000000000003,12.0,Belgium
12391.0,460.89,300,1,92,2011-11-18 12:07:00,2011-11-18 12:07:00,460.89,12.0,Cyprus
12393.0,1582.6000000000001,816,4,47,2011-01-11 09:47:00,2011-09-28 15:41:00,395.65000000000003,12.0,Australia
12394.0,1080.48,808,2,25,2011-05-06 14:01:00,2011-10-07 08:08:00,540.24,12.0,Belgium
12395.0,2682.63,2097,12,90,2010-12-03 16:35:00,2011-11-20 15:21:00,223.5525,12.0,Belgium
12397.0,2214.9,1250,2,109,2011-07-27 14:21:00,2011-11-04 09:52:00,1107.45,12.0,Belgium
12398.0,1435.66,1389,1,84,2011-10-25 10:27:00,2011-10-25 10:27:00,1435.66,12.0,Switzerland
12399.0,1033.65,1173,4,46,2011-03-23 09:42:00,2011-08-12 13:15:00,258.4125,12.0,Belgium
12401.0,69.3,10,1,4,2011-02-09 13:50:00,2011-02-09 13:50:00,69.3,12.0,Belgium
12402.0,195.6,92,1,10,2011-01-20 13:49:00,2011-01-20 13:49:00,195.6,12.0,Belgium
12403.0,391.7,94,1,4,2011-10-21 10:51:00,2011-10-21 10:51:00,391.7,,Denmark
12405.0,1390.39,849,1,53,2011-07-14 08:52:00,2011-07-14 08:52:00,1390.39,3.0,Finland
12406.0,3415.3,1818,2,92,2011-06-09 10:23:00,2011-11-17 19:22:00,1707.65,1.0,Denmark
12407.0,1507.1200000000001,1403,5,56,2011-03-20 13:21:00,2011-10-21 10:11:00,301.42400000000004,1.0,Belgium
12408.0,2618.55,1391,5,80,2011-03-24 14:46:00,2011-11-07 12:27:00,523.71,1.0,Belgium
12409.0,11072.67,5551,3,91,2011-06-10 12:19:00,2011-09-22 10:38:00,3690.89,1.0,Switzerland
12410.0,533.33,207,2,25,2011-02-04 10:38:00,2011-02-04 10:39:00,266.665,1.0,Switzerland
12412.0,1142.88,824,3,42,2011-06-23 13:51:00,2011-09-26 10:16:00,380.96000000000004,1.0,Denmark
12413.0,686.1,282,3,28,2011-01-06 16:12:00,2011-10-04 09:00:00,228.70000000000002,1.0,France
12414.0,442.41,297,3,15,2011-02-02 14:51:00,2011-05-06 14:51:00,147.47,1.0,Austria
12415.0,124564.53,77373,20,443,2011-01-06 11:12:00,2011-11-15 14:22:00,6228.2265,1.0,Australia
12417.0,3226.1,1527,9,157,2010-12-17 11:51:00,2011-12-06 14:52:00,358.4555555555555,1.0,Belgium
12418.0,668.58,407,1,34,2011-08-19 11:08:00,2011-08-19 11:08:00,668.58,1.0,Switzerland
12420.0,600.39,345,1,29,2011-10-07 08:55:00,2011-10-07 08:55:00,600.39,1.0,Cyprus
12421.0,639.04,478,4,31,2011-01-24 15:09:00,2011-11-24 09:07:00,159.76,1.0,Spain
12422.0,683.5600000000001,367,3,38,2011-01-19 09:13:00,2011-09-05 09:48:00,227.85333333333335,1.0,Australia
12423.0,1634.31,1324,8,96,2010-12-21 10:54:00,2011-12-09 10:10:00,204.28875,1.0,Belgium
12424.0,1760.96,740,2,30,2011-06-30 12:06:00,2011-06-30 12:06:00,880.48,1.0,Australia
12425.0,777.2,496,1,36,2011-09-22 17:31:00,2011-09-22 17:31:00,777.2,1.0,Portugal
12426.0,510.73,254,1,29,2011-05-29 12:26:00,2011-05-29 12:26:00,510.73,1.0,Germany
12427.0,699.8,526,3,25,2010-12-03 10:44:00,2011-11-18 08:56:00,233.26666666666665,2.0,Germany
12428.0,6405.26,3509,8,256,2011-03-01 09:33:00,2011-11-14 08:22:00,800.6575,1.0,Finland
12429.0,3388.4,1538,4,81,2010-12-09 12:05:00,2011-11-30 17:22:00,847.1,1.0,Denmark
12430.0,216.4,116,1,10,2011-10-27 15:09:00,2011-10-27 15:09:00,216.4,1.0,Norway
12431.0,6382.45,2899,15,162,2010-12-01 10:03:00,2011-11-04 11:55:00,425.49666666666667,1.0,Australia
12432.0,4359.32,1800,4,106,2011-06-20 13:27:00,2011-10-28 11:43:00,1089.83,1.0,Norway
12433.0,13375.87,11071,7,219,2010-12-01 13:24:00,2011-12-09 10:02:00,1910.8385714285716,1.0,Norway
12434.0,806.14,394,2,46,2011-03-24 13:05:00,2011-09-16 12:38:00,403.07,1.0,Australia
12435.0,7829.89,2055,2,31,2011-03-17 07:40:00,2011-09-21 09:06:00,3914.945,1.0,Denmark
12436.0,429.01000000000005,209,1,15,2011-09-01 12:09:00,2011-09-01 12:09:00,429.01000000000005,1.0,Norway
12437.0,4447.41,2894,18,117,2011-01-12 14:13:00,2011-12-08 11:35:00,247.07833333333332,1.0,France
12438.0,2466.85,1169,2,83,2011-07-22 13:29:00,2011-11-25 13:28:00,1233.425,1.0,Norway
12441.0,155.55,120,1,10,2010-12-08 10:45:00,2010-12-08 10:45:00,155.55,1.0,France
12442.0,144.06,181,1,11,2011-12-06 14:22:00,2011-12-06 14:22:00,144.06,1.0,Spain
12444.0,4085.46,1130,5,137,2011-06-21 14:00:00,2011-11-18 13:23:00,817.092,1.0,Norway
12445.0,77.4,60,1,3,2011-11-17 18:43:00,2011-11-17 18:43:00,77.4,1.0,Spain
12446.0,1002.3100000000001,351,1,57,2011-10-13 12:50:00,2011-10-13 12:50:00,1002.3100000000001,1.0,RSA
12447.0,431.49,187,1,25,2011-04-10 13:25:00,2011-04-10 13:25:00,431.49,7.0,Belgium
12448.0,365.45,240,1,21,2011-10-26 13:46:00,2011-10-26 13:46:00,365.45,7.0,Spain
12449.0,3596.29,1523,4,117,2011-06-05 15:37:00,2011-11-17 13:46:00,899.0725,1.0,Belgium
12450.0,197.88,128,2,7,2011-06-19 14:36:00,2011-07-06 14:41:00,98.94,1.0,Spain
12451.0,8995.52,6574,5,264,2011-01-19 09:05:00,2011-11-29 08:40:00,1799.104,12.0,Switzerland
12452.0,348.57,181,1,20,2011-11-23 08:05:00,2011-11-23 08:05:00,348.57,12.0,Switzerland
12453.0,707.09,473,1,43,2011-07-28 14:08:00,2011-07-28 14:08:00,707.09,12.0,Austria
12454.0,3528.34,1006,1,15,2011-10-14 17:13:00,2011-10-14 17:13:00,3528.34,12.0,Spain
12455.0,2339.86,2084,5,84,2011-02-16 09:56:00,2011-09-27 15:31:00,467.97200000000004,12.0,Spain
12456.0,2581.04,1618,3,104,2011-03-30 09:12:00,2011-10-26 14:41:00,860.3466666666667,12.0,Switzerland
12457.0,2043.23,835,6,52,2011-04-14 18:57:00,2011-10-04 13:13:00,340.53833333333336,12.0,Switzerland
12458.0,787.4,502,2,34,2011-02-28 10:55:00,2011-09-29 15:25:00,393.7,12.0,Switzerland
12461.0,626.88,282,1,34,2011-07-08 10:23:00,2011-07-08 10:23:00,626.88,12.0,Switzerland
12462.0,937.59,527,2,50,2011-02-09 14:44:00,2011-11-21 09:11:00,468.795,12.0,Spain
12463.0,1200.78,768,4,64,2011-04-12 12:47:00,2011-10-17 13:44:00,300.195,12.0,Belgium
12464.0,957.05,95,8,5,2011-02-03 13:30:00,2011-11-29 13:33:00,119.63125,12.0,Belgium
12465.0,682.1899999999999,475,2,45,2011-06-23 13:37:00,2011-11-22 16:34:00,341.09499999999997,12.0,Belgium
12468.0,657.54,362,2,35,2011-01-27 13:29:00,2011-06-05 11:36:00,328.77,12.0,Germany
12471.0,17424.05,8104,27,148,2010-12-10 09:35:00,2011-12-07 15:43:00,645.3351851851852,12.0,Germany
12472.0,6068.11,4120,7,218,2010-12-05 14:19:00,2011-11-07 14:01:00,866.8728571428571,12.0,Germany
12473.0,2596.23,2419,3,138,2011-06-01 10:15:00,2011-10-17 11:27:00,865.41,12.0,Germany
12474.0,6745.79,4812,18,252,2011-01-14 10:06:00,2011-11-22 14:39:00,374.7661111111111,12.0,Germany
12475.0,669.38,532,1,35,2011-10-17 10:10:00,2011-10-17 10:10:00,669.38,12.0,Germany
12476.0,5898.42,2357,11,176,2010-12-13 14:39:00,2011-11-24 12:40:00,536.22,8.0,Germany
12477.0,13219.74,3653,6,191,2011-02-11 12:45:00,2011-11-17 09:51:00,2203.29,13.0,Germany
12478.0,545.99,233,1,35,2011-12-06 09:56:00,2011-12-06 09:56:00,545.99,13.0,Greece
12479.0,473.2,382,1,30,2011-11-28 13:26:00,2011-11-28 13:26:00,473.2,13.0,Germany
12480.0,2885.63,1685,4,128,2011-01-07 15:27:00,2011-11-11 14:52:00,721.4075,13.0,Germany
12481.0,5020.32,3272,10,149,2010-12-09 10:13:00,2011-11-17 08:29:00,502.032,13.0,Germany
12483.0,1910.98,1094,8,45,2011-01-04 14:20:00,2011-11-22 17:02:00,238.8725,13.0,Sweden
12484.0,3953.72,2170,4,255,2011-01-07 14:04:00,2011-11-04 15:18:00,988.43,13.0,Spain
12488.0,1244.66,526,3,45,2011-09-25 10:34:00,2011-11-30 08:50:00,414.8866666666667,13.0,France
12489.0,298.93,103,1,14,2011-01-07 13:13:00,2011-01-07 13:13:00,298.93,13.0,France
12490.0,4859.93,3033,10,130,2011-01-14 09:13:00,2011-12-04 16:07:00,485.99300000000005,13.0,France
12491.0,424.40000000000003,258,1,24,2011-11-01 12:18:00,2011-11-01 12:18:00,424.40000000000003,13.0,France
12492.0,227.21,190,2,18,2011-08-26 14:51:00,2011-10-07 15:15:00,113.605,13.0,Germany
12493.0,415.74,206,2,19,2011-05-26 14:53:00,2011-06-27 10:17:00,207.87,13.0,France
12494.0,1084.1000000000001,698,7,62,2010-12-09 11:31:00,2011-11-24 09:34:00,154.8714285714286,13.0,France
12497.0,953.1,1231,1,13,2011-09-19 12:29:00,2011-09-19 12:29:00,953.1,13.0,Germany
12498.0,349.70000000000005,156,3,20,2011-10-13 09:30:00,2011-11-18 12:53:00,116.56666666666668,13.0,Germany
12500.0,4059.82,2667,11,33,2011-01-10 09:48:00,2011-11-16 16:20:00,369.07454545454544,13.0,Germany
12501.0,2025.39,1775,1,148,2011-01-07 12:28:00,2011-01-07 12:28:00,2025.39,13.0,Germany
12502.0,2995.87,794,5,101,2011-02-03 10:41:00,2011-09-05 11:52:00,599.174,13.0,Spain
12504.0,428.04999999999995,87,2,5,2011-11-09 14:56:00,2011-11-21 16:02:00,214.02499999999998,13.0,Germany
12506.0,73.5,23,1,23,2011-04-21 08:54:00,2011-04-21 08:54:00,73.5,13.0,France
12507.0,1052.81,885,3,18,2011-02-14 09:24:00,2011-07-28 17:09:00,350.93666666666667,13.0,Spain
12508.0,398.27,272,2,57,2011-11-10 16:27:00,2011-11-13 15:37:00,199.135,13.0,France
12509.0,158.5,54,1,6,2011-02-28 14:45:00,2011-02-28 14:45:00,158.5,13.0,France
12510.0,814.5699999999999,347,2,28,2011-01-18 14:04:00,2011-07-20 10:15:00,407.28499999999997,13.0,Spain
12512.0,138.03,99,2,31,2011-10-04 14:53:00,2011-10-04 14:55:00,69.015,13.0,Israel
12513.0,558.29,459,1,34,2011-08-19 10:51:00,2011-08-19 10:51:00,558.29,13.0,France
12514.0,1017.68,440,1,51,2011-03-17 16:38:00,2011-03-17 16:38:00,1017.68,13.0,Italy
12515.0,278.7,128,1,15,2010-12-21 15:43:00,2010-12-21 15:43:00,278.7,13.0,Italy
12516.0,1186.06,868,2,19,2011-06-12 11:37:00,2011-09-23 09:13:00,593.03,13.0,Germany
12517.0,2322.84,1361,4,231,2011-06-02 15:13:00,2011-11-11 13:57:00,580.71,13.0,Germany
12518.0,1840.89,1306,5,83,2011-08-21 13:18:00,2011-12-09 10:13:00,368.178,13.0,Germany
12519.0,286.84,180,1,16,2011-10-07 09:26:00,2011-10-07 09:26:00,286.84,13.0,Germany
12520.0,2346.2599999999998,1423,5,120,2011-03-11 11:35:00,2011-09-21 15:23:00,469.25199999999995,13.0,Germany
12521.0,545.68,306,1,37,2011-07-20 10:51:00,2011-07-20 10:51:00,545.68,13.0,Germany
12522.0,156.72,192,2,10,2011-10-19 14:41:00,2011-10-31 15:30:00,78.36,,Germany
12523.0,1699.77,860,11,83,2011-01-12 09:43:00,2011-11-20 12:55:00,154.52454545454546,7.0,France
12524.0,3945.72,3669,8,112,2011-01-10 10:35:00,2011-11-30 15:31:00,493.215,7.0,Germany
12526.0,1172.66,624,3,63,2011-09-06 14:19:00,2011-12-09 12:09:00,390.8866666666667,7.0,Germany
12527.0,330.71000000000004,233,3,17,2011-01-18 12:05:00,2011-09-19 11:55:00,110.23666666666668,7.0,Germany
12528.0,1645.48,740,6,49,2011-01-31 09:05:00,2011-11-30 14:40:00,274.24666666666667,7.0,Germany
12530.0,1500.28,904,4,50,2011-01-07 10:04:00,2011-10-11 12:34:00,375.07,7.0,Germany
12531.0,125.22,45,1,17,2011-11-25 11:12:00,2011-11-25 11:12:00,125.22,7.0,Germany
12532.0,313.83000000000004,151,1,15,2011-11-09 13:47:00,2011-11-09 13:47:00,313.83000000000004,7.0,France
12534.0,981.18,645,1,62,2011-08-01 10:26:00,2011-08-01 10:26:00,981.18,7.0,Germany
12535.0,716.35,219,2,28,2011-06-06 12:47:00,2011-09-09 08:48:00,358.175,7.0,France
12536.0,4279.71,2801,1,259,2011-10-11 14:52:00,2011-10-11 14:52:00,4279.71,7.0,France
12538.0,363.95,191,1,21,2011-11-10 17:16:00,2011-11-10 17:16:00,363.95,7.0,Spain
12539.0,5568.35,2067,4,157,2011-01-10 09:11:00,2011-11-17 13:30:00,1392.0875,,Spain
12540.0,11580.24,6620,17,276,2010-12-13 09:39:00,2011-11-20 11:31:00,681.1905882352941,1.0,Spain
12541.0,841.18,675,3,45,2011-03-04 09:32:00,2011-11-10 10:40:00,280.3933333333333,1.0,Spain
12544.0,316.7,134,1,18,2011-11-03 16:15:00,2011-11-03 16:15:00,316.7,1.0,Spain
12545.0,832.39,517,2,41,2011-03-25 12:04:00,2011-09-25 13:39:00,416.195,1.0,Spain
12546.0,1021.5,628,2,58,2011-09-23 09:44:00,2011-10-24 12:09:00,510.75,1.0,Spain
12547.0,151.79999999999998,132,2,6,2011-03-04 12:46:00,2011-05-26 12:38:00,75.89999999999999,1.0,Spain
12548.0,67.19999999999999,48,1,4,2011-06-26 15:35:00,2011-06-26 15:35:00,67.19999999999999,1.0,Spain
12550.0,824.83,564,1,56,2011-09-21 14:35:00,2011-09-21 14:35:00,824.83,1.0,Spain
12551.0,168.0,100,1,10,2010-12-17 11:23:00,2010-12-17 11:23:00,168.0,1.0,Spain
12552.0,317.82,85,1,19,2011-10-31 12:11:00,2011-10-31 12:11:00,317.82,1.0,Italy
12553.0,3278.28,1942,10,94,2011-01-14 10:42:00,2011-12-01 16:38:00,327.82800000000003,1.0,France
12556.0,603.71,358,2,100,2011-07-11 13:35:00,2011-10-20 13:06:00,301.855,1.0,Spain
12557.0,11990.960000000001,4384,5,15,2010-12-03 12:20:00,2011-11-23 16:59:00,2398.192,1.0,Spain
12558.0,269.96,196,1,11,2011-12-02 10:41:00,2011-12-02 10:41:00,269.96,3.0,USA
12559.0,525.71,281,2,20,2011-01-24 10:12:00,2011-02-02 09:49:00,262.855,3.0,Germany
12560.0,1918.01,1098,2,90,2011-07-19 15:55:00,2011-12-04 13:54:00,959.005,3.0,Germany
12561.0,238.85,177,1,16,2011-02-10 11:39:00,2011-02-10 11:39:00,238.85,3.0,Germany
12562.0,3385.7400000000002,1757,7,98,2011-05-25 12:44:00,2011-12-01 17:20:00,483.6771428571429,3.0,France
12564.0,402.9,130,1,20,2011-03-23 14:55:00,2011-03-23 14:55:00,402.9,3.0,France
12565.0,145.92,80,1,9,2011-02-24 10:34:00,2011-02-24 10:34:00,145.92,3.0,Saudi Arabia
12566.0,297.65,262,1,18,2011-09-14 14:30:00,2011-09-14 14:30:00,297.65,12.0,Germany
12567.0,8609.28,4261,10,322,2010-12-05 11:57:00,2011-11-17 11:02:00,860.9280000000001,12.0,France
12569.0,3152.69,1747,32,91,2011-04-01 13:47:00,2011-12-07 16:24:00,98.5215625,12.0,Germany
12571.0,519.61,523,2,31,2011-08-10 12:35:00,2011-10-31 10:19:00,259.805,12.0,France
12572.0,912.42,446,2,52,2011-10-19 08:20:00,2011-12-01 09:20:00,456.21,12.0,Germany
12573.0,160.54000000000002,84,1,26,2011-04-26 15:52:00,2011-04-26 15:52:00,160.54000000000002,12.0,France
12574.0,182.45000000000002,59,1,10,2011-01-28 09:20:00,2011-01-28 09:20:00,182.45000000000002,12.0,France
12576.0,1315.83,967,5,72,2011-02-08 11:31:00,2011-11-04 10:11:00,263.166,12.0,Poland
12577.0,653.85,471,3,136,2010-12-15 16:21:00,2011-11-04 13:24:00,217.95000000000002,2.0,France
12578.0,2402.51,1182,2,110,2011-01-13 15:34:00,2011-11-18 13:30:00,1201.255,2.0,Italy
12579.0,386.42,282,1,28,2011-09-22 17:15:00,2011-09-22 17:15:00,386.42,2.0,France
12580.0,379.7,236,1,23,2011-04-07 10:24:00,2011-04-07 10:24:00,379.7,2.0,Germany
12581.0,179.71,160,1,14,2011-10-31 08:56:00,2011-10-31 08:56:00,179.71,2.0,Germany
12582.0,351.36,296,2,20,2011-02-24 11:42:00,2011-04-15 08:45:00,175.68,2.0,Finland
12583.0,6705.38,5028,15,114,2010-12-01 08:45:00,2011-12-07 08:07:00,447.0253333333333,2.0,France
12584.0,2254.15,413,9,43,2011-03-04 15:15:00,2011-12-06 09:35:00,250.4611111111111,2.0,Italy
12585.0,1824.1,1267,2,76,2010-12-23 12:58:00,2011-04-19 13:39:00,912.05,2.0,Germany
12586.0,196.94000000000003,79,1,11,2011-11-22 16:24:00,2011-11-22 16:24:00,196.94000000000003,2.0,Italy
12587.0,104.0,50,1,3,2011-12-02 12:47:00,2011-12-02 12:47:00,104.0,2.0,Finland
12588.0,174.89999999999998,52,1,9,2011-10-31 15:01:00,2011-10-31 15:01:00,174.89999999999998,2.0,Finland
12589.0,574.68,302,2,28,2011-07-18 12:05:00,2011-11-11 10:19:00,287.34,2.0,France
12590.0,9341.26,4282,1,67,2011-05-12 14:46:00,2011-05-12 14:46:00,9341.26,2.0,Germany
12591.0,368.85,225,1,25,2011-01-26 14:35:00,2011-01-26 14:35:00,368.85,8.0,Italy
12592.0,401.6,288,2,10,2011-05-10 13:44:00,2011-09-08 15:04:00,200.8,8.0,Germany
12593.0,382.09999999999997,204,3,13,2011-05-05 09:29:00,2011-08-23 12:43:00,127.36666666666666,8.0,France
12594.0,3208.2200000000003,1772,9,49,2011-01-21 09:52:00,2011-11-02 12:20:00,356.4688888888889,8.0,Italy
12596.0,450.27,468,2,24,2011-04-11 13:22:00,2011-10-19 13:02:00,225.135,8.0,Spain
12597.0,3195.22,2214,4,183,2011-03-16 14:00:00,2011-11-20 13:33:00,798.805,8.0,Spain
12598.0,2807.08,1952,7,83,2011-02-28 11:58:00,2011-11-30 12:18:00,401.01142857142855,8.0,France
12599.0,888.58,948,7,31,2011-02-08 13:28:00,2011-11-10 13:34:00,126.94000000000001,8.0,France
12600.0,2311.04,758,10,31,2010-12-03 12:57:00,2011-11-11 10:29:00,231.10399999999998,8.0,Germany
12601.0,487.06,240,5,20,2011-01-11 10:38:00,2011-06-03 10:17:00,97.412,8.0,Germany
12602.0,153.12,162,1,12,2011-10-12 11:22:00,2011-10-12 11:22:00,153.12,8.0,France
12603.0,613.1999999999999,56,1,1,2011-11-18 10:42:00,2011-11-18 10:42:00,613.1999999999999,8.0,Germany
12604.0,236.18,200,2,14,2011-03-23 12:06:00,2011-09-21 14:08:00,118.09,8.0,France
12607.0,1579.51,1228,1,101,2011-10-10 16:06:00,2011-10-10 16:06:00,1579.51,8.0,USA
12609.0,964.85,639,3,56,2011-01-25 15:13:00,2011-09-22 16:34:00,321.6166666666667,13.0,Germany
12610.0,1747.54,1039,4,84,2011-08-05 13:52:00,2011-11-17 09:34:00,436.885,13.0,Italy
12611.0,1193.32,846,1,65,2011-10-18 13:12:00,2011-10-18 13:12:00,1193.32,13.0,Italy
12612.0,668.0400000000001,260,1,18,2011-09-26 15:35:00,2011-09-26 15:35:00,668.0400000000001,13.0,Germany
12613.0,3092.38,1630,4,123,2011-03-22 15:42:00,2011-10-13 14:59:00,773.095,13.0,Germany
12614.0,315.6,76,1,20,2011-03-07 10:22:00,2011-03-07 10:22:00,315.6,13.0,Germany
12615.0,2093.19,1365,4,81,2011-06-24 13:35:00,2011-12-07 15:02:00,523.2975,13.0,France
12616.0,641.3,280,2,24,2011-02-15 14:17:00,2011-09-05 15:17:00,320.65,13.0,France
12617.0,355.53,213,1,39,2011-11-10 14:39:00,2011-11-10 14:39:00,355.53,13.0,France
12618.0,137.31,95,1,10,2011-11-18 11:10:00,2011-11-18 11:10:00,137.31,13.0,Italy
12619.0,2945.56,3360,8,48,2011-03-31 13:10:00,2011-11-23 14:52:00,368.195,13.0,Germany
12620.0,1303.41,1179,3,88,2011-05-19 12:10:00,2011-11-25 10:20:00,434.47,13.0,France
12621.0,12411.67,7369,20,260,2010-12-09 10:16:00,2011-12-08 11:25:00,620.5835,13.0,Germany
12622.0,162.1,68,1,10,2011-04-21 16:39:00,2011-04-21 16:39:00,162.1,13.0,Germany
12623.0,269.1,189,1,17,2011-03-08 13:50:00,2011-03-08 13:50:00,269.1,13.0,Germany
12624.0,569.13,351,2,35,2011-06-15 12:34:00,2011-08-25 15:04:00,284.565,13.0,France
12625.0,2413.82,1597,2,72,2011-01-24 13:27:00,2011-05-12 09:54:00,1206.91,13.0,Germany
12626.0,5954.48,3416,9,231,2011-01-17 11:01:00,2011-11-16 16:06:00,661.6088888888888,13.0,Germany
12627.0,4082.53,2730,6,161,2011-07-22 13:59:00,2011-11-29 12:07:00,680.4216666666667,13.0,Germany
12628.0,732.46,445,3,33,2011-10-06 09:28:00,2011-12-05 13:15:00,244.15333333333334,13.0,Germany
12630.0,1030.88,542,2,59,2011-10-27 10:41:00,2011-11-30 10:48:00,515.44,13.0,Finland
12631.0,480.5,232,1,30,2011-10-13 13:53:00,2011-10-13 13:53:00,480.5,13.0,Finland
12633.0,1929.98,1149,4,72,2011-02-25 08:44:00,2011-10-12 11:40:00,482.495,13.0,Germany
12635.0,1509.18,1162,2,95,2011-07-08 08:43:00,2011-09-11 11:04:00,754.59,13.0,Germany
12637.0,5823.9,2991,8,204,2011-01-20 10:47:00,2011-10-03 13:46:00,727.9875,,France
12638.0,511.69,573,1,38,2011-11-06 13:11:00,2011-11-06 13:11:00,511.69,,Sweden
12639.0,366.1,198,1,21,2011-04-15 12:48:00,2011-04-15 12:48:00,366.1,,Sweden
12640.0,994.58,301,3,46,2011-09-19 12:01:00,2011-11-16 11:52:00,331.5266666666667,,France
12641.0,145.9,71,1,9,2011-08-16 13:26:00,2011-08-16 13:26:00,145.9,,Sweden
12642.0,905.26,546,3,38,2011-08-24 09:23:00,2011-11-14 15:03:00,301.75333333333333,,Germany
12643.0,3041.64,1788,6,10,2011-01-11 11:48:00,2011-08-03 12:56:00,506.94,,France
12644.0,477.91,325,1,31,2011-08-02 10:33:00,2011-08-02 10:33:00,477.91,3.0,Germany
12645.0,1631.18,1076,4,57,2011-01-27 13:08:00,2011-11-06 12:38:00,407.795,3.0,Germany
12646.0,1346.97,897,2,43,2011-10-21 12:52:00,2011-12-05 10:14:00,673.485,3.0,USA
12647.0,3146.82,1399,12,77,2010-12-05 14:02:00,2011-11-17 12:56:00,262.235,3.0,Germany
12648.0,300.05,159,1,20,2011-07-08 11:55:00,2011-07-08 11:55:00,300.05,3.0,Germany
12649.0,569.51,583,3,27,2011-05-11 14:37:00,2011-08-24 14:41:00,189.83666666666667,3.0,Germany
12650.0,242.44000000000003,250,1,19,2011-12-06 16:34:00,2011-12-06 16:34:00,242.44000000000003,3.0,France
